Unnamed: 0_level_0,VECPAC_3307_290124,VECPAC_3319_290124,VECPAC_3329_290124,VECPAC_3336_290124,VECPAC_3337_290124,VECPAC_3354_290124,VECPAC_3371_290124,VECPAC3302_260124,VECPAC3353_260124,VECPAC3369_260124,VECPAC3673_250124,VECPAC3674_250124,VECPAC3675_250124,VECPAC3677_250124,VECPAC3678_250124,VECPAC3679_250124,VECPAC3680_250124,VECPAC3688_260124,VECPAC3697_260124
"2,5-Dimethoxybenzhydrazide",-0.304631042,-0.374755688,-0.37290923,-0.370013922,-0.377696213,-0.324475457,-0.316049205,-0.368359394,-0.32663155,-0.368221883,-0.27593908,-0.367551068,-0.325772226,-0.369690615,-0.350696776,-0.355676173,-0.388753726,-0.358227658,-0.365326438
"2,5-Dimethoxybenzonitrile",0.829015916,1.438985625,-0.701311678,5.363310747,3.684413801,0.807255009,-0.093662954,-0.702540013,-0.701332207,-0.702449833,3.520422658,0.218454539,-0.705864761,1.711418869,-0.705068935,-0.013977514,1.00704827,-0.701906542,-0.705504333
"2,5-Dimethoxymandelic acid",2.950846,-0.1996474,,0.6251981,0.6064533,2.060626,3.30841,,,,3.561612,1.802854,,0.4855779,,0.6595943,0.7638765,,
"2,5-Dimethoxyphenol",-0.26568021,-0.47363799,-0.38689691,-0.32304188,-0.58913516,-0.42352382,-0.34424403,-0.60153187,-0.4148746,-0.44654405,-0.19116741,-0.51815707,-0.37602768,-0.57833371,,-0.40251954,-0.65653102,-0.42194262,-0.57175087
"2,5-Dimethyl-1-aza-bicyclo[2.2.1]heptane",-0.2901316,-0.28986326,-0.28998016,-0.28946698,-0.29022249,-0.29015284,-0.29033012,-0.29012066,-0.28998251,-0.29011034,-0.29019691,-0.29027581,-0.29050094,-0.29060479,-0.29040991,-0.29019825,-0.29051115,-0.2900482,-0.29045971
"2,5-Piperazinedione, 3-(phenylmethyl)-",,,,,,,,,,,,,,,,,,,
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",,1.1369681,,1.5631994,,1.7795834,1.5995369,1.1440649,1.6016042,,,,0.5862949,,,,,1.8864033,
"2,5-Piperazinedione, 3-methyl-6-(phenylmethyl)-",-0.25461134,-0.27668176,-0.17121228,-0.27630528,-0.24391021,-0.1635751,-0.15678953,-0.27692629,-0.07896173,-0.15260296,-0.17151624,-0.13874883,-0.14700851,-0.16876087,-0.1539146,-0.13769935,-0.27729726,-0.11462079,-0.1001134
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",-0.6784365667,,-0.6779794779,,-0.0663136091,-0.6785006876,-0.6790357702,,0.3033923827,1.0313999324,-0.678633706,0.1425560301,-0.3591280573,-0.5056687239,-0.4279401923,0.0257428192,,-0.1294774215,0.937824511
"2,6-Dimethoxybenzylamine",,,,,0.448272899,,,-0.468873751,-0.46887053,-0.468873511,,-0.468877369,0.710001205,-0.468885039,1.170408723,0.664477174,,0.07423785,-0.468881657
"2,6-Dimethoxyhydroquinone",,,-0.64387989,-0.637603176,-0.646843824,0.358331948,-0.648160256,,,,-0.646530989,,-0.650249494,,-0.64913616,-0.646547277,-0.650374364,-0.644712084,
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline",,-1.423556227,,,,-0.141756935,,,,,,,,,,,,,
"2,6,10-Trimethyltridecane",-0.38248469,,-0.38193899,,,-0.38256125,-0.38320007,-0.38244526,-0.38194745,-0.38240809,-0.38272005,-0.38300437,-0.3838156,-0.38418981,2.56797582,-0.38272485,-0.38385239,2.98805354,-0.38366704
2'-Deoxyribolactone,,,,,,,,,,,,,,,-0.52848956,,,-0.52848845,
"2',2,3,6'-Tetramethoxychalcone",,,,,1.788468848,,,,,,,,,0.127374877,,,,,
3-(2-Hydroxyethyl)imidazole-2-thione,-0.426471025,-0.631125865,1.081877223,-0.163217775,-0.723085225,0.294051642,1.176254006,1.43544879,0.8551231,3.127603494,,0.368566141,0.350605804,0.676369903,0.422831866,,0.525323566,0.841240279,0.326891919
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester",-0.14683548,-0.21940052,-0.23821992,-0.44084087,-0.46590861,-0.16961009,-0.0931287,-0.46383018,-0.34327441,-0.47141282,-0.22853566,-0.46091802,-0.31038487,-0.32286905,-0.16899922,-0.43250097,-0.35152842,-0.15840863,-0.44547689
3-Amino-2-piperidone,-0.391882179,-0.367310297,-0.401353748,-0.392896391,-0.37135597,-0.404709844,-0.402672552,-0.405162071,-0.401202682,,-0.400731323,-0.398645432,-0.402597301,-0.395529621,-0.399180361,-0.383466526,-0.396917888,-0.407248407,-0.401856511
3-Amino-5-morpholinomethyl-2-oxazolidinone,-0.493394846,-0.494054505,-0.496685475,-0.489639627,-0.494635683,-0.496587029,-0.495242288,-0.494168556,-0.495818093,-0.496132892,-0.496943979,-0.496585293,-0.497819268,-0.498246301,-0.496586258,-0.49378235,-0.49548652,-0.494007371,-0.494794599
3-Aminobenzoic acid,-0.31580046,-0.24138519,-0.59753652,-0.18335563,-0.30335208,-0.59944635,-0.60140701,-0.34560887,-0.59756249,-0.59897629,-0.59993376,-0.60080637,-0.60329619,-0.60444471,-0.60228947,-0.59994849,-0.6034091,-0.59828903,-0.60284024
3-Aminobutanoic acid,1.205245467,1.911960615,,2.152140571,0.876147477,,,-0.238376195,,,,,,,,,,,
"3-Buten-2-one, 3-trimethylsilyloxy-",0.264332144,0.489480857,0.272038997,1.027570877,-0.02338864,-0.154219661,-0.303840223,-0.125373543,0.373768043,0.715786225,0.370944316,-0.090730034,0.179677392,0.102715897,0.253050719,0.532127339,-0.042646569,0.604320457,0.272021317
"3-Buten-2-one, 4-(4-methoxyphenyl)-",-0.35882349,-0.52231184,-0.57415221,-0.49266342,-0.55007148,-0.42678382,-0.44890887,-0.51991902,-0.41950404,-0.516392,-0.32739422,-0.49600136,-0.43355156,-0.5315546,-0.49285624,-0.46825469,-0.54528485,-0.51489365,-0.5067154
"3-Cyclohexyl-L-alanine amide, N,N,N'N'-tetramethyl-",-0.4525611029,-0.4653639489,-0.4771265707,-0.4384146167,-0.4542820205,-0.4757650511,-0.4781376874,-0.4712666001,-0.4650827604,-0.4655219238,-0.4533981232,-0.4625540907,-0.4670114093,-0.458903943,-0.4594486364,-0.4575014292,-0.4729363672,-0.4724996156,-0.4743448697
3-Ethylphenol,-0.60661343,2.23730862,-0.60108696,-0.58235932,2.54095216,-0.60738869,1.56740841,-0.60621408,-0.60117264,-0.60583767,1.25114332,-0.61187625,-0.62009174,-0.62388143,-0.61676992,1.6248912,-0.62046431,1.68672599,2.07229449
3-Hexenedinitrile,,1.567825162,,,0.98159041,,0.33999744,,,,0.275939624,,,,,0.295183988,,-0.771429042,-0.840467733
"3-Hydroxy-2,3-dihydromaltol",-0.37511615,-0.388323072,-0.374498895,-0.410991868,-0.407066014,-0.240307019,-0.285192806,-0.336100652,-0.269262034,-0.337224581,-0.330998553,-0.346216168,-0.348387193,-0.323016531,-0.331633005,-0.36405465,-0.357939589,-0.372599728,-0.312756649
3-Hydroxybutyric acid,-0.35222506,0.0586866,-0.65207911,,-1.30537586,-0.50938392,-0.65309152,0.5579832,-0.20085931,-0.52282742,0.97420889,-0.07348287,-0.27081211,-0.28809191,-0.11886313,-0.29387553,-0.47084551,-0.42527718,0.44570949
3-Hydroxyisovaleric acid,1.79748607,2.10758114,1.00718957,2.8550624,,1.06395758,0.90130174,1.00944832,1.19263052,1.31595991,1.05411062,1.02376828,0.67623142,0.58060902,0.80981855,1.21628466,0.77910115,1.20746249,0.82607585
3-Indoleacetic acid,-0.79093837,3.05532121,0.98117983,1.88194262,1.84585406,-0.79100143,1.69280913,1.47759347,1.61592729,0.04128141,0.24013681,0.32814141,1.31957792,0.47969729,0.27345007,0.30562691,0.16346882,0.2986332,1.70263606
3-Indolepropionic acid,,1.162706049,0.637349739,4.611514674,2.900806173,,1.228349957,0.637833153,0.004134603,-0.472437316,0.284200378,-0.592512773,0.661662534,0.606732281,0.469374192,0.227277294,0.110495995,-0.105890658,0.87950652
"3-Methoxyamphetamine, 4-Trimethylsilyloxy, N,N-bis(Trimethylsilyloxy)-",-0.527218563,-0.52576074,0.234439947,-0.523607778,-0.491560571,0.313450242,0.251601964,0.239151995,0.264013111,0.258413081,0.354438587,,0.087183525,0.11096689,-0.371613346,0.388251679,0.250520308,0.631760755,0.319166646
3-Methoxysalicylic acid,,,-0.35555278,,-0.35555325,-0.35555311,0.12209555,-0.35555305,0.50722468,-0.35555303,0.85239949,3.96445608,1.95985378,0.75556324,7.47929503,-0.3555532,-0.3555538,5.11899357,0.88849369
"3-Methyl-1-(tetrahydropyrrolo[1,2-c]oxazol-3-ylidene)-butan-2-one",,,,,,,-0.329126722,,-0.327966597,,-0.328682153,-0.328945472,-0.329696802,-0.33004338,-0.329393013,,,-0.328185837,-0.329559216
3-Methyl-2-butanol,,,,,,-0.408787231,,,,-0.408682668,,,,,,,,,
"3-Methyl-2-butenoic acid, tridec-2-ynyl ester",,,,,,,,,,,,,,,,,,-0.8526160138,0.9474350574
3-Methyladenine,0.77903132,2.10152515,0.88464722,6.32473789,,0.68834545,,2.10082636,0.64017411,0.41006827,1.5501633,0.47828647,0.49093543,0.26944539,0.4090879,,0.30620385,,1.63939418
"3-Methylpiperazine-2,5-dione, (R)-",-0.34120397,-0.33799735,-0.34408948,-0.33543396,-0.33991947,-0.34389442,-0.34468049,-0.34257168,-0.34175646,-0.3420055,-0.3448401,-0.34445477,-0.34514523,-0.34919097,-0.34483373,-0.34320912,-0.34519947,-0.34276923,-0.3425486
3-Methylvaleric acid,-0.588964496,-0.927590294,2.191534882,-0.927433772,-0.835683613,1.25648819,-0.92777469,1.006283414,-0.927637392,1.988853254,1.145330296,1.221080792,0.664000672,0.468891462,0.763535571,0.93756887,0.860707336,1.154842562,0.830063459
3-Nonen-1-ol,-0.439541269,,0.30334692,,-0.441382384,0.609579551,,-0.439319605,,-0.158029225,-0.180217323,-0.211994607,-0.241537668,-0.255884807,-0.208633354,-0.159026926,-0.224094961,-0.059945318,0.668437182
3-Ureidopropionic acid,,0.093998196,-0.308446119,0.214588101,,-0.723172096,-0.752909252,,2.021238893,0.640769221,0.264771423,-0.512008756,1.695588413,-0.498181605,-0.752974707,-0.173051472,-0.468448501,-0.511899187,0.404357522
"3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino-",-0.523677874,-0.555302074,-0.584074882,-0.549217321,-0.561871611,-0.53981415,,-0.538078741,-0.540573754,-0.545411679,-0.496563496,-0.547216941,-0.481683391,-0.584930218,,-0.548865502,-0.560896249,-0.543388481,-0.555329224
"3,4-Dihydroxymandelic acid, ethyl ester",-0.09476751,1.29501103,,1.02269803,-0.05869493,-0.27552397,0.36355904,1.38383473,1.78841172,-0.54456359,0.19275958,-0.3055872,0.79299356,,0.08925498,-0.5575128,0.71998913,1.68130852,-0.58967141
"3,4-dimethyl-5-(3,4-methylenedioxy)phenyloxazolidine",2.16056605,-0.49270694,2.70896688,0.76662725,-0.49564025,-0.49507153,-0.49651912,-0.4948087,-0.49368065,-0.49472448,-0.49543139,-0.49607565,-0.49791393,-0.39227698,-0.49717065,-0.49544227,-0.43620809,-0.49421706,-0.4975773
"3,4,5-Trihydroxypentanoic acid, tetrakis(trimethylsilyl)-",-0.0291628,,-0.501477758,-0.501410937,,,,,,,,,,0.918094488,,,0.618354931,,
"3,5-Di-tert-butyl-2-trimethylsilyloxybenzaldehyde",1.25937936,,,,,,,,,,,,0.81170174,0.81179309,,1.17325515,0.74281447,-0.64513128,-0.66001737
"3,5-di-tert-Butyl-4-hydroxyacetophenone",1.74534177,1.257654944,-1.109972326,2.786964354,1.507995319,-1.115290901,,,1.370121481,1.622942176,0.98426418,,0.751115711,0.717139686,,1.229796241,1.112118507,,
"3,5-Dimethyl-1,4-diallylpyrazole",-0.686726956,-0.686414496,,-0.685953045,-0.686832794,,-0.686958123,2.559772467,3.516562635,4.9587906,-0.68680301,2.473001661,1.463584828,1.508315021,0.240587902,2.031790304,-0.687168916,1.307215146,1.35166295
"3,5-Dimethylpyrazole",,,-0.2162441,,,-0.2642008,,-0.2763854,-0.2697307,-0.2421051,,-0.2845583,-0.3059095,-0.3185099,-0.2948977,-0.2306304,,-0.2119209,-0.2847822
3'-(Trimethylsilyl)oxy-beta-naphthoflavone,,,-0.48182556,,,-0.1252827,,-0.48182648,-0.48182558,-0.30191584,-0.48182698,-0.48178536,-0.48182897,-0.19208259,1.64184521,1.22407262,0.80885636,-0.4098146,-0.4818287
3'-Hydroxyacetophenone,,,,,,0.864991161,,,,-0.743074527,,1.353789935,,1.286963891,-0.74906661,1.828499929,-0.751091542,-0.741831566,
"3beta-TRIMETHYLSILOXY-5alpha,6alpha-EPOXYCHOLESTANE",,,,,,-0.274143707,-0.278054403,,,,-0.278025235,-0.272127645,,-0.268693123,,-0.26915414,,,
"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",-0.3078200393,,-0.6939995207,0.2650971583,,-0.6261359224,,,-0.3757470015,-0.697195734,,-0.5404950629,-0.2830578671,-0.2146607255,-0.3842109295,-0.2002941326,-0.4023612788,,-0.5470988982
4-(Methoxycarbonyl)phenol,0.463742125,-1.104472675,0.813485621,-1.061593055,-1.106001917,0.84404567,0.765479017,-0.407486747,1.555548535,2.000761025,1.436275661,1.098027367,1.727957255,0.909606008,1.090909267,-0.002102923,0.639300046,-0.306253518,0.260874042
"4-(tert-Butylamino)-6-ethylamino-5H-1,3,5-triazin-2-one",-0.27263189,,-0.27204791,-0.27006899,,-0.27271381,-0.27339743,-0.27258969,-0.27205697,-0.27254992,-0.27288376,-0.27318801,-0.27405613,-0.27445658,-0.27370512,3.40380014,-0.2740955,3.95409832,-0.27389716
4-(Trimethylsilyoxy)-3-penten-2-one,,,,,,,,,,,,,,,,-0.112121001,,0.636951017,
"4-[2-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)ethenyl]-2-methoxyphenol",-0.16262847,-0.16261802,-0.16262257,-0.16260258,-0.16263201,-0.1626293,-0.11258679,-0.16262805,-0.16262266,-0.16262764,-0.16263102,-0.1489521,-0.16264286,-0.16264691,-0.14241909,-0.16263107,-0.16264326,-0.1601179,-0.16264125
4-Cumylphenol,,,,,,,0.49031988,,,,,0.59804936,,,0.38893393,,,1.03451304,
"4-Fluoroaniline, N-trimethylsilyl-",0.541053681,0.370336699,0.568106849,1.032872094,-0.089231116,0.061525324,0.688134408,-0.357914152,-0.349416356,-0.065558303,-0.501702296,-0.351525221,-0.380947547,-0.336975041,0.046208934,-0.177588737,-0.32731386,-0.262586515,-0.392255893
4-Hydroxy-5-(hydroxymethyl)oxolan-2-one,-0.66300267,-0.34864302,-0.71832702,-0.71576647,-0.71953614,-0.71918863,0.21969693,-0.71902803,-0.71833874,-0.524269,-0.71940852,-0.7198022,-0.72092546,-0.72144361,-0.72047129,-0.71941517,-0.7209764,-0.71866651,-0.72071977
4-Hydroxybenzaldehyde,-0.608331411,-0.521112097,,,,,-0.59938834,,,-0.526898572,,,,,,,,,
4-Hydroxybenzeneacetic acid,-0.75227709,0.34099979,-0.53192892,-0.29393014,0.11751041,-0.21022585,-0.61200515,-0.42670468,0.28986963,-0.57122825,-0.60860266,-0.50751022,-0.19784322,-0.4559265,-0.43042308,-0.52633163,-0.6964375,-0.55797029,-0.57358656
4-Hydroxybenzoic acid,-0.46205081,-0.47280836,-0.46251676,-0.46559726,-0.47306553,-0.44883162,-0.47314258,-0.46554172,-0.44830736,-0.45775677,-0.45140271,-0.45935102,-0.4550241,-0.45461715,-0.45448794,-0.45784303,-0.4619118,-0.45676855,-0.47323536
4-Hydroxybutanoic acid,-0.806751334,,-0.801145807,0.260719301,,-0.807537685,,-0.806346277,-0.032829665,-0.805964478,-0.139001036,-0.812089443,-0.287219538,-0.456392664,-0.817053122,-0.228581039,-0.6005045,-0.803664316,
4-Hydroxyphenyllactic acid,,-0.03912386,,-1.20794034,0.23266693,,-0.11950976,,1.88823454,,0.35125458,,0.58775971,0.31340694,,0.47185944,-0.64590851,,0.67373134
4-Methoxyphenol,-0.01306819,0.084706547,0.460786121,,-0.325753782,,0.335309308,-0.661707562,-0.38267412,-0.433670083,-0.121645234,-0.596411636,-0.421826005,-0.447671771,-0.366772504,-0.249627835,-0.516705442,-0.279866616,-0.491664155
"4-Methylethcathinone, N-acetyl-",-0.30481454,-0.30248915,-0.30350218,-0.29905493,-0.30560221,-0.30499864,-0.30653494,-0.30471971,-0.30352252,-0.30463032,-0.30538056,-0.3060643,-0.30801523,-0.30891517,-0.3072264,-0.3053921,-0.30810371,-0.30409181,-0.30765797
4-Methylvaleric acid,,,,,,,,,,,,,,,,,,,
4-Pyridinol,-0.29671428,-0.474656494,-0.482491657,-0.297383224,-0.51547088,-0.448032484,-0.404110928,-0.519394131,-0.34960187,-0.318506117,-0.313145848,-0.443195754,-0.225097376,-0.487913561,-0.409784851,-0.371498867,-0.582083383,-0.454568198,-0.507525892
"4,4,5,8-Tetramethyl-chroman-2-one",-0.257969,-0.25527742,-0.25644997,-0.25130239,-0.25888071,-0.25818209,-0.25996032,-0.25785924,-0.25647352,-0.25775577,1.69673308,0.94961686,-0.26167372,-0.26271537,-0.26076067,-0.25863751,5.65855263,-0.25713245,-0.2612602
5-(2-Aminopropyl)-2-methylphenol,,,,,,,,,,,-0.330666382,-0.330668117,,,,,-0.330673289,,
5-Aminovaleric acid,,,,,,,,,3.66291887,,,,2.19889083,,,,,,
"5-Androsten-17alpha-methyl-3beta,17beta-diol",-0.2709799817,-0.1753216345,,0.4655201178,0.0744739449,,,,-0.2709793357,-0.164918258,-0.1963031946,-0.2651703223,-0.2304578879,-0.2591015264,-0.2709811874,-0.2555625991,,,
"5-Cholesten-3beta, 7alpha-bis[(trimethylsilyl)oxy]- ",,-0.347249011,,-0.33759145,-0.341094181,-0.34169139,,-0.343982224,,-0.344023054,-0.341549271,-0.342107949,-0.343539339,-0.34097167,,-0.33969405,-0.344624402,-0.341033172,-0.346851915
5-Ethyluracil,-0.61172429,-0.60883991,1.23278617,-0.60458016,-0.6127013,-0.61195264,-0.61385824,1.46551063,-0.61012169,1.46318772,-0.61242636,1.35215172,-0.61569437,0.95941292,-0.61471592,1.62666632,-0.61580411,1.64057275,1.38216499
5-Henicosylresorcinol,,,2.956578,,,,,-0.001076719,,1.113773129,,0.282336402,,0.541292055,,1.431260581,,1.892983986,0.84640311
5-Hydroxy-L-tryptophan,-0.394529,-0.39034856,-0.39216971,-0.38417474,-0.39594502,-0.39485996,-0.39762182,-0.39435851,-0.39220629,-0.39419782,-0.39554654,-0.39677574,-0.26222425,-0.40190084,-0.2619364,-0.39556729,-0.40044204,-0.39322971,-0.39964073
5-Hydroxyquinoline,,,,,,,,,,,,,-0.362220481,,-0.362175733,,,,
5-Hydroxytryptophan,0.38705865,0.42794898,-0.05049146,0.47412716,0.06376326,-0.02647324,-0.02040379,-0.05169163,0.12202743,0.02982227,0.12111733,0.23358305,-0.09804043,-0.28008167,0.00222689,0.68919388,-0.0762368,0.3350601,-0.06128233
5-Methyluridine,-0.21678973,-0.21588981,-0.21628184,-0.21456077,-0.21709455,-0.21686098,-0.21745552,-0.21675303,-0.21628972,-0.21671844,-0.21700878,-0.21727338,-0.21802839,-0.21837666,-0.21772311,-0.21701324,-0.21806263,-0.21651003,-0.21789013
"5,10-Diethoxy-2,3,7,8-tetrahydro-1H,6H-dipyrrolo[1,2-a:1',2'-d]pyrazine ",,,,,,,,,,,,,,,,,,,
"5,6-Dihydro-5-methyluracil",,,,,,,,,-0.503175957,,0.836801118,,-0.504144233,,,,,,
"5,6-Dimethyl-4-phenyl-3-cyanopyridine-2(1H)-thione",,-0.508768313,,,,1.673420046,,-0.50886671,,,-0.114655734,-0.508926024,,1.128443478,,,-0.33670795,,1.296559761
"5alpha-Pregnane-3,20-dione",0.31957457,,,,,-0.42012325,-0.42391771,,,,-0.0717437,,-0.42757383,-0.42979656,-0.42562552,,-0.14392831,-0.41788349,-0.42669145
6-Hydroxyflavone-beta-D-glucoside,-0.61931922,0.10577014,,-0.6029945,0.75012892,,,,1.03823484,,-0.6209235,-0.44472942,,,,,0.51526197,,
6-Hydroxyflavone,,-0.453399699,-0.453679199,,-0.454258615,-0.454092086,-0.454515962,,-0.453684813,-0.453990464,,-0.454386109,-0.454924384,-0.455172683,1.717768467,,-0.454948795,4.437374725,1.234218578
"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",,,,,,,,,,,,,,,-0.439036434,,,-0.438640614,-0.43909093
"6,7,4'-Trihydroxyisoflavone",,,,-0.14318837,,,,,,,,,,,,,,,
"6,8-Dioxapentadecane",-0.352208265,,-0.352011983,-0.352207466,-0.35184048,-0.351883857,-0.352208504,,,,-0.352208344,-0.352208439,,,,-0.351598784,-0.349477973,-0.3516232,-0.351761194
"7-(Trimethylsilyl)-2,6-bis[(trimethylsilyl)oxy]-7H-purine",,-0.13264152,-0.1373404,,-0.13734193,-0.13734149,,-0.13734129,-0.13734041,-0.13734122,,,,,-0.13734312,-0.13734178,-0.13734377,-0.13734083,-0.13734344
7-(Trimethylsilyl)amino-4-methylcoumarin,,0.384541568,,,,,,,,,,,,0.069687941,,,,,
"7-Acetyl-6-ethyl-1,1,4,4-tetramethyltetralin ",1.352479061,1.350475038,,4.034238929,0.554877006,,1.100128174,0.843567224,,,0.107988741,0.130929301,0.047925635,0.25626046,,,,-0.014044133,-0.031428271
"7-Isoquinolinol, 1,2,3,4-tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-",-0.214135787,-0.694202289,-0.582836055,-0.689162571,-0.698770709,-0.697884973,-0.700139494,-0.575307603,-0.374846829,-0.562237626,0.001374427,-0.390934121,-0.256708052,-0.542048919,-0.378626613,-0.430056671,-0.702441655,-0.337361345,-0.534620638
"7-Keto-3alpha,12-alpha-dihydroxycholanic acid",-0.26317555,,-0.2629743,,,,,-0.26316101,-0.26297742,-0.2631473,-0.26326234,-0.26336719,-0.26366635,-0.26380435,-0.26354539,-0.26326411,,-0.26306472,-0.26361157
"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione",,,,,,,,,,,,,,,,,,,
8-Heptadecene,-0.32766565,-0.32706766,3.34371604,-0.32618452,,-0.32771299,-0.32810806,-0.32764126,3.66477257,-0.32761828,-0.32781121,,-0.32848873,,-0.32828588,-0.32781417,-0.32851148,-0.32747979,
8-Hydroxy-5-(hydroxymethyl)quinoline,,,-0.216636611,,,,,,-0.216662185,,,,,,,,,,
9-Hexadecenoic acid,,,,,,,,,,,,,,,,,,,
9-Octadecenamide,-0.1172008,3.48311551,-0.29264015,4.9729193,2.56360929,,1.15943691,0.31951483,-0.0172678,1.91875198,,-0.40647546,0.72068341,0.60918553,-0.0718863,-0.40644517,-0.23952507,-0.40638656,0.73847098
9-Octadecenoic acid,-0.66776785,1.95127203,0.04600208,-0.64206353,3.18452765,,0.31848981,-0.64013719,0.69186978,0.58127366,,,-0.02537963,0.40871179,0.21708865,,0.50173846,,0.99141095
"9,12-Octadecadienoic acid",,-0.2431744337,-0.3812038826,-0.1225870608,-0.4294705829,-0.4290268327,-0.3350579095,-0.2753488516,-0.4294694746,-0.3360328715,-0.3604335611,-0.4284416134,-0.4294718689,-0.3315530022,-0.4294714485,-0.3231902531,-0.4204899493,-0.3138214648,-0.2804755379
"9(E),11(E)-Conjugated linoleic acid",-0.4220409,-0.421649,-0.4218197,-0.4210702,,-0.4220719,-0.4223308,-0.4220249,,-0.4220098,-0.412268,-0.4222515,,-0.422732,,-0.4221382,-0.4225952,-0.4219191,-0.4225201
"9H-Fluorene, 9-methylene-",,,,,,,,,,,0.77934891,,,,,,,,
9H-Purin-6-ol,-0.24889685,-0.24876231,-0.24882092,-0.24856363,,,,,-0.2488221,1.57164825,-0.2489296,,-0.24908202,-0.24913409,-0.24903639,-0.24893026,-0.24908714,-0.24885503,-0.24906135
"9H-Purine, 9-(trimethylsilyl)-2,6,8-tris[(trimethylsilyl)oxy]-",,,,,,,,,,-0.429862596,,,,,,,,,
"Acetamide, 2,2,2-trifluoro-",,0.61331096,,,1.85109277,1.41004201,1.41933094,,,,,,,,,,,,
"Acetamide, N,N-diethyl-",0.556965968,1.03254321,0.492668236,1.430841065,0.579381746,0.154959538,-0.064392192,0.308996567,,0.26850316,0.180107227,0.057984803,-0.170756614,-0.274088226,-0.027565969,0.39169216,-0.121033472,0.558671568,0.156558819
"Acetic acid, bis[(trimethylsilyl)oxyl]-",1.7252634,2.5309409,1.0264972,3.2550717,1.8696331,0.69354,0.8062292,1.0699242,1.1270105,0.9581559,0.9628941,0.956187,0.5212239,0.6516866,0.8997887,1.3609019,0.8753296,0.9229942,0.6427437
"Acetin, bis-1,3-trimethylsilyl ether",-0.96719275,2.0880199,1.75611029,2.72970317,1.6045485,1.19235297,0.87910534,1.35025001,1.30886799,-0.79229244,1.12025255,1.02992463,1.03064372,0.56174785,-0.96754816,1.46120968,0.84285738,1.51164373,1.12246932
Acetoacetic acid,,-0.4051342241,-0.4051567237,-0.4050579491,-0.4052033661,-0.3957463188,-0.4052240824,-0.3928067631,-0.3964550145,-0.3964872505,-0.3936519231,-0.4052136293,-0.3907173287,-0.4042904912,,-0.4051986995,-0.3951519134,-0.3948408436,-0.3959009282
"Acetohydrazide, 2-(2-isopropyl-5-methylphenoxy)-N2-benzylideno-",,,,,,4.46320729,,-0.38781811,-0.38632359,-0.38770652,-0.38864309,,0.64826554,0.64846673,-0.39094736,,-0.39204256,-0.38703426,-0.39148612
Aceturic acid,,,,,-0.3377555255,-0.4678448397,,,,,,-0.3791207194,-0.4200901294,-0.4202986071,,,,,
Aconitic acid,,,,,-0.34557699,-0.34557453,,-0.34557339,,,-0.34557609,-0.34557888,-0.34558684,-0.34559052,-0.34558362,-0.34557613,-0.3455872,-0.34557083,0.70269605
Adipoyl-L-carnitine,,3.19083864,,,,,,,,,,,,,,,,,-0.3186283
Albizziin,-0.426039166,-0.423845862,-0.424801344,,,,0.586660126,,,,0.110396922,,-0.429058048,,-0.428314025,,,,
Alloxanic acid,,,,,,-0.41574259,-0.41578059,-0.40301203,,,-0.41575204,-0.39447021,,-0.41272882,,,,-0.41572016,
Allylescaline,,,,,-0.02616274,,,0.68038207,0.291221718,8.515622076,,-0.49998138,-0.548935784,-0.098032001,,,,,
alpha-D-Mannopyranose,-0.185107564,-0.185105166,-0.185106667,-0.185101747,-0.185107564,-0.185107564,-0.185107565,-0.185082273,-0.185107564,-0.185107544,-0.185107534,-0.185107564,-0.185107565,-0.185087665,-0.185084115,-0.185107564,-0.185107565,-0.185107564,-0.185107565
"alpha-L-Galactopyranoside, methyl 6-deoxy-, (R,R,R,S,S)-",,-0.22924394,-0.22930015,-0.22905341,,,,-0.2293677,,-0.22936274,-0.08037275,,,-0.22960047,-0.22950677,,,,
alpha-Linolenic acid,,,,,,,,,0.946193525,,1.254193355,1.010504687,0.765805952,,,,0.169220666,0.46315404,0.132986389
alpha-Tocopherol,0.363149046,1.131373401,-0.369907481,1.730659147,1.231484536,-0.257703663,-0.066969365,-0.183265482,-0.324493939,0.258433698,-0.254720576,-0.057950728,-0.171451453,-0.197690193,-0.141223632,-0.045960761,0.031441815,-0.177002204,-0.219948
Ammeline,0.1205964737,-0.4781887873,-0.478228261,0.7228920185,0.3815220734,0.1648825697,0.3329917676,0.0785533199,0.1175150703,-0.4782722208,-0.143307838,-0.0368921008,-0.4784041179,-0.1075198444,-0.4783733802,-0.0968365113,-0.2097988889,-0.4782512369,-0.0861182576
